date,open,close,high,low,volume,uOpen,uClose,uHigh,uLow,uVolume,change,changePercent,label,changeOverTime
3/25/2020,244.87,246.79,256.35,239.75,299430255,244.87,246.79,256.35,239.75,299430255,3.64,1.497,25-Mar-20,-0.147766
3/26/2020,249.52,261.2,262.8,249.05,257632816,249.52,261.2,262.8,249.05,257632816,14.41,5.839,26-Mar-20,-0.098004
3/27/2020,253.27,253.42,260.81,251.05,224341217,253.27,253.42,260.81,251.05,224341217,-7.78,-2.9786,27-Mar-20,-0.124871
3/30/2020,255.7,261.65,262.43,253.53,170961866,255.7,261.65,262.43,253.53,170961866,8.23,3.2476,30-Mar-20,-0.09645
3/31/2020,260.56,257.75,263.33,256.22,194881060,260.56,257.75,263.33,256.22,194881060,-3.9,-1.4905,31-Mar-20,-0.109918
4/1/2020,247.98,246.15,257.66,243.9,189554623,247.98,246.15,257.66,243.9,189554623,-11.6,-4.5005,1-Apr-20,-0.149976
4/2/2020,245.19,251.83,252.68,244.59,177660430,245.19,251.83,252.68,244.59,177660430,5.68,2.3075,2-Apr-20,-0.130361
4/3/2020,250.76,248.19,253.32,245.22,135561171,250.76,248.19,253.32,245.22,135561171,-3.64,-1.4454,3-Apr-20,-0.142931
4/6/2020,257.84,264.86,267,248.17,188061238,257.84,264.86,267,248.17,188061238,16.67,6.7166,6-Apr-20,-0.085365
4/7/2020,274.21,265.13,275.03,264.89,201427189,274.21,265.13,275.03,264.89,201427189,0.27,0.1019,7-Apr-20,-0.084433
4/8/2020,267.96,274.03,276,265.25,153774487,267.96,274.03,276,265.25,153774487,8.9,3.3568,8-Apr-20,-0.053698
4/9/2020,277.58,278.2,281.2,275.47,190282705,277.58,278.2,281.2,275.47,190282705,4.17,1.5217,9-Apr-20,-0.039298
4/13/2020,277.14,275.66,277.51,271.41,114839053,277.14,275.66,277.51,271.41,114839053,-2.54,-0.913,13-Apr-20,-0.04807
4/14/2020,280.98,283.79,284.9,275.51,134143350,280.98,283.79,284.9,275.51,134143350,8.13,2.9493,14-Apr-20,-0.019994
4/15/2020,277.57,277.76,283.94,275.46,121775006,277.57,277.76,283.94,275.46,121775006,-6.03,-2.1248,15-Apr-20,-0.040818
4/16/2020,279.15,279.1,280.03,275.76,131798325,279.15,279.1,280.03,275.76,131798325,1.34,0.4824,16-Apr-20,-0.03619
4/17/2020,285.38,286.64,287.3,282.4,146684784,285.38,286.64,287.3,282.4,146684784,7.54,2.7015,17-Apr-20,-0.010153
4/20/2020,282.61,281.59,286.79,281.35,100109285,282.61,281.59,286.79,281.35,100109285,-5.05,-1.7618,20-Apr-20,-0.027592
4/21/2020,276.73,273.04,278.04,272.02,126385698,276.73,273.04,278.04,272.02,126385698,-8.55,-3.0363,21-Apr-20,-0.057117
4/22/2020,278.35,279.1,281,276.91,93524584,278.35,279.1,281,276.91,93524584,6.06,2.2195,22-Apr-20,-0.03619
4/23/2020,280.49,279.08,283.94,278.75,104709693,280.49,279.08,283.94,278.75,104709693,-0.02,-0.0072,23-Apr-20,-0.036259
4/24/2020,280.73,282.97,283.7,278.5,85165953,280.73,282.97,283.7,278.5,85165953,3.89,1.3939,24-Apr-20,-0.022826
4/27/2020,285.12,287.05,288.27,284.62,77896608,285.12,287.05,288.27,284.62,77896608,4.08,1.4418,27-Apr-20,-0.008737
4/28/2020,291.02,285.73,291.4,285.4,105269985,291.02,285.73,291.4,285.4,105269985,-1.32,-0.4599,28-Apr-20,-0.013295
4/29/2020,291.53,293.21,294.88,290.41,118745579,291.53,293.21,294.88,290.41,118745579,7.48,2.6179,29-Apr-20,0.012535
4/30/2020,291.71,290.48,293.32,288.59,122901701,291.71,290.48,293.32,288.59,122901701,-2.73,-0.9311,30-Apr-20,0.003108
5/1/2020,285.31,282.79,290.66,281.52,125180028,285.31,282.79,290.66,281.52,125180028,-7.69,-2.6473,1-May-20,-0.023448
5/4/2020,280.74,283.57,283.9,279.13,80873213,280.74,283.57,283.9,279.13,80873213,0.78,0.2758,4-May-20,-0.020754
5/5/2020,286.64,286.19,289.25,283.71,79569938,286.64,286.19,289.25,283.71,79569938,2.62,0.9239,5-May-20,-0.011707
5/6/2020,288.04,284.25,288.46,283.78,73632628,288.04,284.25,288.46,283.78,73632628,-1.94,-0.6779,6-May-20,-0.018406
5/7/2020,287.75,287.68,289.78,287.13,75250412,287.75,287.68,289.78,287.13,75250412,3.43,1.2067,7-May-20,-0.006561
5/8/2020,291.09,292.44,292.95,289.86,76622128,291.09,292.44,292.95,289.86,76622128,4.76,1.6546,8-May-20,0.009876
5/11/2020,290.34,292.5,294,289.88,79514231,290.34,292.5,294,289.88,79514231,0.06,0.0205,11-May-20,0.010084
5/12/2020,293.79,286.67,294.24,286.52,95870786,293.79,286.67,294.24,286.52,95870786,-5.83,-1.9932,12-May-20,-0.010049
5/13/2020,286.06,281.6,287.19,278.96,144721099,286.06,281.6,287.19,278.97,144721099,-5.07,-1.7686,13-May-20,-0.027557
5/14/2020,278.95,284.97,285.11,272.99,121977890,278.95,284.97,285.11,272.99,121977890,3.37,1.1967,14-May-20,-0.01592
5/15/2020,282.37,286.28,286.33,281.34,111146276,282.37,286.28,286.33,281.34,111146276,1.31,0.4597,15-May-20,-0.011396
5/18/2020,293.05,295,296.75,292.7,120320229,293.05,295,296.75,292.7,120320229,8.72,3.046,18-May-20,0.018717
5/19/2020,294.35,291.97,296.2,291.95,95189316,294.35,291.97,296.21,291.95,95189316,-3.03,-1.0271,19-May-20,0.008253
5/20/2020,295.82,296.93,297.87,295.57,85861691,295.82,296.93,297.87,295.57,85861691,4.96,1.6988,20-May-20,0.025382
5/21/2020,296.79,294.88,297.67,293.69,78293925,296.79,294.88,297.67,293.69,78293925,-2.05,-0.6904,21-May-20,0.018302
5/22/2020,294.57,295.44,295.63,293.22,63958200,294.57,295.44,295.63,293.22,63958200,0.56,0.1899,22-May-20,0.020236
5/26/2020,301.93,299.08,302.19,295.46,88951442,301.93,299.08,302.19,295.46,88951442,3.64,1.2321,26-May-20,0.032806
5/27/2020,302.12,303.53,303.57,296.87,104817449,302.12,303.53,303.57,296.87,104817449,4.45,1.4879,27-May-20,0.048173
5/28/2020,304.65,302.97,306.84,302.24,90767807,304.65,302.97,306.84,302.24,90767807,-0.56,-0.1845,28-May-20,0.046239
5/29/2020,302.46,304.32,304.96,299.47,119265702,302.46,304.32,304.96,299.47,119265702,1.35,0.4456,29-May-20,0.050901
6/1/2020,303.62,305.55,306.2,303.06,56779836,303.62,305.55,306.21,303.06,56779836,1.23,0.4042,1-Jun-20,0.055149
6/2/2020,306.55,308.08,308.13,305.1,74267162,306.55,308.08,308.13,305.1,74267162,2.53,0.828,2-Jun-20,0.063886
6/3/2020,310.24,312.18,313.22,309.94,92567574,310.24,312.18,313.22,309.94,92567574,4.1,1.3308,3-Jun-20,0.078044
6/4/2020,311.11,311.36,313,309.08,75794363,311.11,311.36,313,309.08,75794363,-0.82,-0.2627,4-Jun-20,0.075212
6/5/2020,317.23,319.34,321.27,317.16,150524674,317.23,319.34,321.28,317.16,150524674,7.98,2.5629,5-Jun-20,0.10277
6/8/2020,320.22,323.2,323.41,319.63,73641217,320.22,323.2,323.41,319.63,73641217,3.86,1.2087,8-Jun-20,0.116099
6/9/2020,320.3,320.79,323.28,319.36,77479228,320.3,320.79,323.28,319.36,77479228,-2.41,-0.7457,9-Jun-20,0.107777
6/10/2020,321.42,319,322.39,318.22,95000766,321.42,319,322.39,318.22,95000766,-1.79,-0.558,10-Jun-20,0.101595
6/11/2020,311.46,300.61,312.15,300.01,209243560,311.46,300.61,312.15,300.01,209243560,-18.39,-5.7649,11-Jun-20,0.03809
6/12/2020,308.24,304.21,309.08,298.6,194678879,308.24,304.21,309.08,298.6,194678879,3.6,1.1976,12-Jun-20,0.050521
6/15/2020,298.02,307.05,308.28,296.74,135782724,298.02,307.05,308.28,296.74,135782724,2.84,0.92,15-Jun-20,0
