date,open,close,high,low,volume,uOpen,uClose,uHigh,uLow,uVolume,change,changePercent,label,changeOverTime
3/26/2020,153.31,153.24,154.81,152.08,12778236,153.31,153.24,154.81,152.08,12778236,1.94,1.2822,26-Mar-20,0.210427
3/27/2020,153,152.25,153.55,152,9824572,153,152.25,153.55,152,9824572,-0.99,-0.646,27-Mar-20,0.202607
3/30/2020,152.41,152.92,153.08,151.57,12080881,152.41,152.92,153.08,151.57,12080881,0.67,0.4401,30-Mar-20,0.207899
3/31/2020,151.36,148.05,151.8,147.97,13319495,151.36,148.05,151.8,147.97,13319495,-4.87,-3.1847,31-Mar-20,0.169431
4/1/2020,148.2,149.45,150.08,147.85,11827400,148.2,149.45,150.08,147.85,11827400,1.4,0.9456,1-Apr-20,0.18049
4/2/2020,151.2,151.9,152.5,150.7,9188303,151.2,151.9,152.5,150.7,9188303,2.45,1.6393,2-Apr-20,0.199842
4/3/2020,152.23,152.65,153.09,151.66,8469099,152.23,152.65,153.09,151.66,8469099,0.75,0.4937,3-Apr-20,0.205766
4/6/2020,154.16,156.88,157.22,153.96,14739272,154.16,156.88,157.22,153.96,14739272,4.23,2.771,6-Apr-20,0.239179
4/7/2020,155.33,156.04,156.14,154.38,9195370,155.33,156.04,156.14,154.38,9195370,-0.84,-0.5354,7-Apr-20,0.232543
4/8/2020,155.91,154.65,155.94,154.59,7600804,155.91,154.65,155.94,154.59,7600804,-1.39,-0.8908,8-Apr-20,0.221564
4/9/2020,158.08,158.69,159.08,157.21,18123039,158.08,158.69,159.08,157.21,18123039,4.04,2.6124,9-Apr-20,0.253476
4/13/2020,159.17,161.41,162.38,158.62,20549213,159.17,161.41,162.38,158.63,20549213,2.72,1.714,13-Apr-20,0.274961
4/14/2020,162.73,162.68,164.42,161.78,17095086,162.73,162.68,164.42,161.78,17095086,1.27,0.7868,14-Apr-20,0.284992
4/15/2020,161.8,161.85,162.54,160.81,12141890,161.8,161.85,162.54,160.81,12141890,-0.83,-0.5102,15-Apr-20,0.278436
4/16/2020,161.88,161.71,163.15,160.65,9233164,161.88,161.71,163.15,160.65,9233164,-0.14,-0.0865,16-Apr-20,0.27733
4/17/2020,159.72,158.57,160.07,158.12,14652737,159.72,158.57,160.07,158.12,14652737,-3.14,-1.9417,17-Apr-20,0.252528
4/20/2020,158.62,159.7,160.22,158.46,10688689,158.62,159.7,160.22,158.46,10688689,1.13,0.7126,20-Apr-20,0.261453
4/21/2020,157.6,158.61,159.21,157.04,12478080,157.6,158.61,159.21,157.04,12478080,-1.09,-0.6825,21-Apr-20,0.252844
4/22/2020,160.5,161.73,161.74,160.42,12937093,160.5,161.73,161.74,160.42,12937093,3.12,1.9671,22-Apr-20,0.277488
4/23/2020,162.39,163.34,163.6,161.84,14928503,162.39,163.34,163.6,161.84,14928503,1.61,0.9955,23-Apr-20,0.290205
4/24/2020,163.13,162.64,163.31,160.89,11203587,163.13,162.64,163.31,160.89,11203587,-0.7,-0.4286,24-Apr-20,0.284676
4/27/2020,161.88,161.56,162,160.41,9033533,161.88,161.56,162,160.41,9033533,-1.08,-0.664,27-Apr-20,0.276145
4/28/2020,160.89,160.84,160.98,159.16,10382975,160.89,160.84,160.98,159.16,10382975,-0.72,-0.4457,28-Apr-20,0.270458
4/29/2020,160.1,161.73,161.85,159.76,12232348,160.1,161.73,161.85,159.76,12232348,0.89,0.5533,29-Apr-20,0.277488
4/30/2020,160.22,158.8,160.82,158.13,13633483,160.22,158.8,160.82,158.13,13633483,-2.93,-1.8117,30-Apr-20,0.254344
5/1/2020,158,159.78,160.45,157.8,10914334,158,159.78,160.45,157.8,10914334,0.98,0.6171,1-May-20,0.262085
5/4/2020,160.33,160.34,160.95,159.91,7986191,160.33,160.34,160.95,159.91,7986191,0.56,0.3505,4-May-20,0.266509
5/5/2020,160.16,161.02,161.1,159.33,10563066,160.16,161.02,161.1,159.33,10563066,0.68,0.4241,5-May-20,0.27188
5/6/2020,158.99,158.95,159.81,158.1,13351959,158.99,158.95,159.81,158.1,13351959,-2.07,-1.2856,6-May-20,0.255529
5/7/2020,159.5,161.39,161.96,159.36,13696493,159.5,161.39,161.96,159.36,13696493,2.44,1.5351,7-May-20,0.274803
5/8/2020,161.08,160.42,162,160,12244561,161.08,160.42,162,160,12244561,-0.97,-0.601,8-May-20,0.267141
5/11/2020,160.34,159.42,160.71,158.89,11209822,160.34,159.42,160.71,158.89,11209822,-1,-0.6234,11-May-20,0.259242
5/12/2020,160.3,160.04,160.95,159.72,10405991,160.3,160.04,160.95,159.72,10405991,0.62,0.3889,12-May-20,0.264139
5/13/2020,160.94,161.58,161.62,160.54,10950397,160.94,161.58,161.62,160.54,10950397,1.54,0.9623,13-May-20,0.276303
5/14/2020,161.53,163.01,163.34,161.51,17084368,161.53,163.01,163.34,161.51,17084368,1.43,0.885,14-May-20,0.287599
5/15/2020,164.02,163.93,164.8,163.08,13918816,164.02,163.93,164.8,163.08,13918816,0.92,0.5644,15-May-20,0.294866
5/18/2020,164.33,162.69,164.5,162.41,14137907,164.33,162.69,164.5,162.41,14137907,-1.24,-0.7564,18-May-20,0.285071
5/19/2020,163.6,164.26,164.43,163.04,8531719,163.6,164.26,164.43,163.04,8531719,1.57,0.965,19-May-20,0.297472
5/20/2020,164.54,164.65,164.96,163.89,10666071,164.54,164.65,164.96,163.89,10666071,0.39,0.2374,20-May-20,0.300553
5/21/2020,163.46,162.25,163.58,161.37,11790992,163.46,162.25,163.58,161.37,11790992,-2.4,-1.4576,21-May-20,0.281596
5/22/2020,162.88,163.21,163.47,162.74,8540909,162.88,163.21,163.47,162.74,8540909,0.96,0.5917,22-May-20,0.289179
5/26/2020,162.58,160.89,162.58,160.69,13972012,162.58,160.89,162.58,160.69,13972012,-2.32,-1.4215,26-May-20,0.270853
5/27/2020,159.42,161.18,161.34,159.2,13063451,159.42,161.18,161.34,159.2,13063451,0.29,0.1802,27-May-20,0.273144
5/28/2020,162.12,161.72,162.46,160.9,9761610,162.12,161.72,162.46,160.9,9761610,0.54,0.335,28-May-20,0.277409
5/29/2020,162.58,162.91,163.4,162.32,12584009,162.58,162.91,163.4,162.32,12584009,1.19,0.7358,29-May-20,0.286809
6/1/2020,162.92,163.66,163.74,162.39,8155048,162.92,163.66,163.74,162.39,8155048,0.75,0.4604,1-Jun-20,0.292733
6/2/2020,163.89,162.6,164.08,161.86,10388908,163.89,162.6,164.08,161.86,10388908,-1.06,-0.6477,2-Jun-20,0.28436
6/3/2020,160.34,159.6,160.9,158.82,17000510,160.34,159.6,160.9,158.82,17000510,-3,-1.845,3-Jun-20,0.260664
6/4/2020,161.14,161.28,161.87,159.84,10094024,161.14,161.28,161.87,159.84,10094024,1.68,1.0526,4-Jun-20,0.273934
6/5/2020,158.72,158.01,158.72,157.03,16021182,158.72,158.01,158.72,157.04,16021182,-3.27,-2.0275,5-Jun-20,0.248104
6/8/2020,158.9,159.72,159.86,158.47,9244440,158.9,159.72,159.86,158.47,9244440,1.71,1.0822,8-Jun-20,0.261611
6/9/2020,161.1,161.26,161.78,160.87,9045618,161.1,161.26,161.78,160.87,9045618,1.54,0.9642,9-Jun-20,0.273776
6/10/2020,162.1,163.57,163.63,160.52,13009343,162.1,163.57,163.63,160.52,13009343,2.31,1.4325,10-Jun-20,0.292022
6/11/2020,163.35,162.39,164.06,161.97,11673902,163.35,162.39,164.06,161.97,11673902,-1.18,-0.7214,11-Jun-20,0.282701
6/12/2020,163.41,162.62,163.88,162.56,6895361,163.41,162.62,163.88,162.56,6895361,0.23,0.1416,12-Jun-20,0.284518
6/15/2020,160.52,162.33,162.56,160.16,8538826,160.52,162.33,162.56,160.16,8538826,-0.29,-0.18,15-Jun-20,0
